L1;L2;L3;L4;L5;L6;L7;L8
electronic music;electronic dance music;house music;future funk;;;;
electronic music;electronic dance music;house music;future house;future bounce;;;
electronic music;electronic dance music;house music;future house;slap house;;;
electronic music;electronic dance music;house music;g-house;;;;
electronic music;electronic dance music;house music;garage house;gospel house;;;
electronic music;electronic dance music;house music;garage house;kuduro;batida;;
electronic music;electronic dance music;house music;garage house;New Jersey sound;;;
electronic music;electronic dance music;house music;ghetto house;ghettotech;;;
electronic music;electronic dance music;house music;ghetto house;juke;;;
electronic music;electronic dance music;house music;gospel house;;;;
electronic music;electronic dance music;house music;gqom;Afrikaans gqom;;;
electronic music;electronic dance music;house music;gqom;core tribe;;;
electronic music;electronic dance music;house music;gqom;electro gqom;;;
electronic music;electronic dance music;house music;gqom;gospel gqom;;;
electronic music;electronic dance music;house music;gqom;gqom tech;;;
electronic music;electronic dance music;house music;gqom;gqom trap;;;
electronic music;electronic dance music;house music;gqom;sgubhu;;;
electronic music;electronic dance music;house music;gqom;taxi kick;;;
electronic music;electronic dance music;house music;gqom;uThayela;;;
electronic music;electronic dance music;house music;hard house;poky;;;
electronic music;electronic dance music;house music;hard house;pumping house;hardbass;;
electronic music;electronic dance music;house music;hard house;scouse house;;;
electronic music;electronic dance music;house music;hip house;;;;
electronic music;electronic dance music;house music;Italo house;;;;
electronic music;electronic dance music;house music;jackin' house;;;;
electronic music;electronic dance music;house music;jazz house;;;;
electronic music;electronic dance music;house music;kwaito;bacardi;;;
electronic music;electronic dance music;house music;kwaito;motswako;;;
electronic music;electronic dance music;house music;Latin house;;;;
electronic music;electronic dance music;house music;leftfield house;;;;
electronic music;electronic dance music;house music;melodic house;;;;
electronic music;electronic dance music;house music;microhouse;;;;
electronic music;electronic dance music;house music;organic house;melodic house;;;
electronic music;electronic dance music;house music;outsider house;lo-fi house;;;
electronic music;electronic dance music;house music;phonk house;;;;
electronic music;electronic dance music;house music;piano house;;;;
electronic music;electronic dance music;house music;popcorn music;;;;
electronic music;electronic dance music;house music;progressive house;dark progressive house;;;
electronic music;electronic dance music;house music;progressive house;melodic house;;;
electronic music;electronic dance music;house music;progressive house;progressive electro house;;;
electronic music;electronic dance music;house music;smurf house;;;;
electronic music;electronic dance music;house music;soulful house;;;;
electronic music;electronic dance music;house music;speed garage;;;;
electronic music;electronic dance music;house music;stadium house;;;;
electronic music;electronic dance music;house music;stutter house;;;;
electronic music;electronic dance music;house music;tech house;deep tech;;;
electronic music;electronic dance music;house music;tech house;Latin tech;;;
electronic music;electronic dance music;house music;tech house;minimal house;;;
electronic music;electronic dance music;house music;tech house;rominimal;;;
electronic music;electronic dance music;house music;tribal house;guaracha;;;
electronic music;electronic dance music;house music;tribal house;jungle terror;;;
electronic music;electronic dance music;house music;tropical house;;;;
electronic music;electronic dance music;house music;UK jackin';;;;
electronic music;electronic dance music;house music;vinahouse;;;;
electronic music;electronic dance music;house music;vixa;;;;
electronic music;electronic dance music;house music;vocal house;;;;
electronic music;electronic dance music;hypertechno;;;;;
electronic music;electronic dance music;indie dance;;;;;
electronic music;electronic dance music;industrial dance;;;;;
electronic music;electronic dance music;intelligent dance music;drill and bass;;;;
electronic music;electronic dance music;intelligent dance music;hard IDM;;;;
electronic music;electronic dance music;intelligent dance music;microfunk;;;;
electronic music;electronic dance music;Japanese artcore;;;;;
electronic music;electronic dance music;krushclub;;;;;
electronic music;electronic dance music;kuduro;batida;;;;
electronic music;electronic dance music;manyao;;;;;
electronic music;electronic dance music;meme techno;;;;;
electronic music;electronic dance music;moombahton;moombahsoul;;;;
electronic music;electronic dance music;nerdcore techno;;;;;
electronic music;electronic dance music;Nordik beat;;;;;
electronic music;electronic dance music;nortec;;;;;
electronic music;electronic dance music;nu-disco;;;;;
electronic music;electronic dance music;ori deck;;;;;
electronic music;electronic dance music;partyschlager;;;;;
electronic music;electronic dance music;post-dubstep;;;;;
electronic music;electronic dance music;powwow-step;;;;;
electronic music;electronic dance music;progressive electronic dance music;progressive breaks;;;;
electronic music;electronic dance music;progressive electronic dance music;progressive house;dark progressive house;;;
electronic music;electronic dance music;progressive electronic dance music;progressive house;melodic house;;;
electronic music;electronic dance music;progressive electronic dance music;progressive house;progressive electro house;;;
electronic music;electronic dance music;progressive electronic dance music;progressive psytrance;zenonesque;;;
electronic music;electronic dance music;progressive electronic dance music;progressive techno;;;;
electronic music;electronic dance music;progressive electronic dance music;progressive trance;melodic trance;;;
electronic music;electronic dance music;rave music;acid house;;;;
electronic music;electronic dance music;rave music;Belgian hardcore techno;;;;
electronic music;electronic dance music;rave music;bouncy techno;;;;
electronic music;electronic dance music;rave music;breakbeat hardcore;4-beat;;;
electronic music;electronic dance music;rave music;breakbeat hardcore;darkcore;;;
electronic music;electronic dance music;rave music;breakbeat hardcore;hardcore breaks;;;
electronic music;electronic dance music;rave music;free tekno;tribe;;;
electronic music;electronic dance music;rave music;hardtek;raggatek;;;
electronic music;electronic dance music;rave music;hyper techno;;;;
electronic music;electronic dance music;Russ music;;;;;
electronic music;electronic dance music;shamstep;;;;;
electronic music;electronic dance music;shangaan electro;;;;;
electronic music;electronic dance music;singeli;;;;;
electronic music;electronic dance music;skweee;;;;;
electronic music;electronic dance music;slimepunk;;;;;
electronic music;electronic dance music;spacesynth;doskpop;;;;
electronic music;electronic dance music;synthwave;chillsynth;;;;
electronic music;electronic dance music;synthwave;darksynth;;;;
electronic music;electronic dance music;synthwave;Sovietwave;;;;
electronic music;electronic dance music;tanzhammer-pop;;;;;
electronic music;electronic dance music;techno;acid techno;acidcore;;;
electronic music;electronic dance music;techno;Afro tech;;;;
electronic music;electronic dance music;techno;Belgian hardcore techno;;;;
electronic music;electronic dance music;techno;Berlin techno;;;;
electronic music;electronic dance music;techno;bleep techno;;;;
electronic music;electronic dance music;techno;deep techno;ambient techno;;;
electronic music;electronic dance music;techno;deep techno;dub techno;;;
electronic music;electronic dance music;techno;Detroit techno;;;;
electronic music;electronic dance music;techno;doomcore;darkcore;;;
electronic music;electronic dance music;techno;electro-techno;;;;
electronic music;electronic dance music;techno;experimental techno;;;;
electronic music;electronic dance music;techno;future rave;;;;
electronic music;electronic dance music;techno;German techno;;;;
electronic music;electronic dance music;techno;hard techno;free tekno;tribe;;
electronic music;electronic dance music;techno;hard techno;meme techno;;;
electronic music;electronic dance music;techno;hard techno;mákina;;;
electronic music;electronic dance music;techno;hard techno;schranz;;;
electronic music;electronic dance music;techno;hardgroove techno;;;;
electronic music;electronic dance music;techno;industrial techno;Birmingham sound;;;
electronic music;electronic dance music;techno;Jtek;;;;
electronic music;electronic dance music;techno;kuduro;batida;;;
electronic music;electronic dance music;techno;melodic techno;;;;
electronic music;electronic dance music;techno;minimal techno;;;;
electronic music;electronic dance music;techno;peak time techno;future rave;;;
electronic music;electronic dance music;techno;progressive techno;;;;
electronic music;electronic dance music;techno;psytech;;;;
electronic music;electronic dance music;techno;Schaffel;;;;
electronic music;electronic dance music;techno;tech house;deep tech;;;
electronic music;electronic dance music;techno;tech house;Latin tech;;;
electronic music;electronic dance music;techno;tech house;minimal house;;;
electronic music;electronic dance music;techno;tech house;rominimal;;;
electronic music;electronic dance music;techno;tech trance;;;;
electronic music;electronic dance music;techno;techno body music;;;;
electronic music;electronic dance music;techno;techno-tribal;;;;
electronic music;electronic dance music;techno;toytown techno;;;;
electronic music;electronic dance music;techno;Tromsø techno scene;;;;
electronic music;electronic dance music;techno;turbine;;;;
electronic music;electronic dance music;techno;UK hardcore (techno);;;;
electronic music;electronic dance music;techno;wonky techno;;;;
electronic music;electronic dance music;tecnorumba;;;;;
electronic music;electronic dance music;trance;acid trance;;;;
electronic music;electronic dance music;trance;ambient trance;;;;
electronic music;electronic dance music;trance;Balearic trance;;;;
electronic music;electronic dance music;trance;big room trance;;;;
electronic music;electronic dance music;trance;breaktrance;;;;
electronic music;electronic dance music;trance;classic trance;;;;
electronic music;electronic dance music;trance;deep trance;;;;
electronic music;electronic dance music;trance;dream trance;dream folk;;;
electronic music;electronic dance music;trance;electro trance;;;;
electronic music;electronic dance music;trance;Eurotrance;anthem trance;;;
electronic music;electronic dance music;trance;Eurotrance;hands up;buchiage trance;;
electronic music;electronic dance music;trance;Eurotrance;symphonic trance;;;
electronic music;electronic dance music;trance;future rave;;;;
electronic music;electronic dance music;trance;hard NRG;;;;
electronic music;electronic dance music;trance;hard trance;tech trance;;;
electronic music;electronic dance music;trance;hard trance;trancecore;;;
electronic music;electronic dance music;trance;hi-tech full-on;;;;
